esm.rowID.w1,esm.IDnum.w1,esm.startDateTime.w1,esm.endDateTime.w1,esm.PRO01.w1,esm.PRO02.w1,esm.PRO03.w1,esm.PRO04.w1,esm.PRO05.w1,esm.PRO06.w1,esm.PRO07.w1,esm.PRO08.w1,esm.PRO09.w1,esm.OR.w1,esm.NQ11.w1,esm.NQ12.w1,esm.EXT.w1,esm.AGR.w1,esm.CON.w1,esm.NEU.w1,esm.NQ01.w1,esm.BFI37.w1,esm.BFI21.w1,esm.BFI23.w1,esm.BFI09.w1,esm.NQ09.w1,esm.NQ07.w1,esm.BFI04.w1,esm.NQ33.w1,esm.BFI36.w1,esm.BFI32.w1,esm.BFI13.w1,esm.BFI19.w1,esm.BH01.w1,esm.BH02.w1,esm.ACT12.w1,esm.BH03.w1,esm.BH04.w1,esm.BH05.w1,esm.BH06.w1,esm.BH07.w1,esm.ACT13.w1,esm.ACT18.w1,esm.BH08.w1,esm.ACT06.w1,esm.ACT39.w1,esm.ST01.w1,esm.ST02.w1,esm.ST03.w1,esm.ST04.w1,esm.AGQ13.w1,esm.ST06.w1,esm.ST07.w1,esm.ERQ02.w1,esm.ST09.w1,esm.ST10.w1,esm.ST11.w1,esm.ST12.w1,esm.ST13.w1,esm.ST14.w1,esm.ST15.w1,esm.ST16.w1,esm.ST17.w1,esm.ST18.w1,esm.ST19.w1,esm.ST20.w1,esm.ST21.w1,esm.ST22.w1,esm.ST23.w1,esm.ST24.w1,esm.ERQ02.d.w1,esm.ERQ05.d.w1,esm.ERQ06.d.w1,esm.ERQ08.d.w1,esm.i1.NOM20.d.w1,esm.CESD01.w1,esm.CESD02.w1,esm.CESD03.w1,esm.CESD04.w1,esm.CESD05.w1,esm.CESD06.w1,esm.CESD07.w1,esm.CESD08.w1,esm.CESD09.w1,esm.CESD10.w1
R_bEChgqz04hq1S73,68,(12/03/12 21:26:14),(12/03/12 21:30:07),13,4,4,4,4,1,0,233,NA,revising term paper,NA,NA,1.5,4.5,3.5,2.66666666666667,3,1,5,2,3,3,2,2,2,2,4,3,3,0,1,0,1,0,0,0,0,0,0,NA,NA,3,3,3,1,1,3,3,2,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eVFztR7V9LM6IQd,68,(12/04/12 13:47:14),(12/04/12 13:50:22),13,1,1,5,1,2,0,188,NA,doing some last-minute studying for a Spanish oral exam while eating lunch,NA,NA,3,4.5,4,2.33333333333333,4,1,3,2,4,3,3,2,1,3,4,4,3,0,1,0,0,0,0,0,0,0,0,NA,1,3,3,3,0,1,4,2,2,3,2,0,0,2,1,NA,NA,2,4,3,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_00PJzbzwYG33oZ7,68,(12/04/12 17:18:44),(12/04/12 17:22:19),13,2,2,5,2,2,0,215,NA,"typed paper, rode to middle school where I teach a small math class",NA,NA,4,4.5,5,2,3,1,1,1,2,4,3,1,1,3,4,5,1,0,1,0,0,0,0,1,0,0,0,NA,2,3,3,4,1,1,5,3,3,3,1,1,0,4,1,kids I tutor understood math concepts,NA,3,4,4,5,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_brsWQ7xzmcYa8Rv,68,(12/06/12 12:49:57),(12/06/12 12:52:22),13,1,1,7,1,4,0,145,NA,in Spanish class,NA,NA,2.5,4,4,2.66666666666667,3,1,3,2,2,3,3,2,1,2,3,4,2,0,0,0,0,0,0,0,0,0,1,NA,1,2,5,3,0,1,3,3,2,3,2,0,0,2,1,NA,NA,2,3,3,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cURfvpgUV3TvnKJ,68,(12/09/12 17:47:33),(12/09/12 17:49:47),13,2,2,10,1,7,1,134,NA,"went to friend's a capella concert, ate cereal in bd.",NA,NA,3,4.5,3.5,1,4,1,3,2,5,5,5,1,1,3,4,3,1,0,0,0,0,0,0,1,0,0,0,NA,2,1,3,4,0,1,4,3,4,1,4,0,0,2,1,NA,NA,4,5,3,5,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1AnzomL4hfC44GF,68,(12/09/12 18:00:39),(12/09/12 18:02:14),13,3,3,10,2,7,1,95,NA,checking emails at the library,NA,NA,1.5,4.5,3.5,1.33333333333333,4,1,4,3,4,4,3,1,1,1,4,4,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,3,3,1,1,3,3,2,3,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0NHJWsQ0aChxDnf,68,(12/10/12 23:23:36),(12/10/12 23:28:32),13,4,4,11,1,1,0,296,NA,video chatting with friend from back home,NA,NA,4.5,5,5,1,5,1,2,1,5,5,5,1,1,5,5,5,1,0,0,0,0,0,0,0,0,0,0,NA,4,1,4,5,0,1,2,5,5,2,5,1,0,1,1,talked to best friend from back home,NA,5,5,3,5,4,0,0,0,1,3,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5oGaPJBRhacaDLn,69,(11/28/12 15:24:33),(11/28/12 15:26:53),11,2,2,1,1,3,0,140,NA,I was eating lunch and talking to my boyfriend.,NA,NA,3.5,4,4,1.66666666666667,4,1,3,2,3,5,4,1,1,4,3,4,1,0,1,0,0,0,0,0,0,0,0,NA,3,1,5,4,0,1,4,3,3,1,5,0,0,1,1,NA,NA,5,5,3,5,3,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_7ZCihStTXli8fu5,69,(11/28/12 18:04:23),(11/28/12 18:06:59),11,3,3,1,2,3,0,156,NA,I was in class watching group presentations.,NA,NA,2.5,3.5,3,2,4,2,4,4,3,5,3,2,3,3,3,4,1,0,1,0,0,0,0,0,0,0,1,NA,2,1,5,1,1,1,3,5,2,5,1,0,0,4,1,NA,NA,3,4,4,1,3,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bwmWBPzwLHqmmGN,69,(11/28/12 21:14:33),(11/28/12 21:17:26),11,4,4,1,3,3,0,173,NA,I was playing in our championship IM coed  football game.,NA,NA,5,3,4,2,5,3,1,2,3,5,4,1,1,5,3,4,2,0,0,0,0,0,0,0,0,0,0,NA,3,5,4,3,1,1,2,5,4,1,3,0,0,4,1,NA,NA,4,4,4,4,3,0,1,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_80TBcRbZGi90wtL,69,(11/30/12 12:54:34),(11/30/12 13:12:24),11,1,1,3,1,5,0,1070,NA,I was getting my EAR fixed and driving to lab.,NA,NA,2.5,4,2.5,1.66666666666667,3,1,4,3,3,4,3,1,1,3,3,2,1,0,0,1,0,0,0,0,0,0,0,NA,1,1,2,1,0,1,3,3,2,1,1,0,0,3,1,NA,NA,1,4,4,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_elKRpwCghvqV9aZ,69,(11/30/12 15:54:21),(11/30/12 15:57:27),11,2,2,3,2,5,0,186,NA,I was working in my research lab.,NA,NA,2.5,4.5,3,2.66666666666667,3,1,4,4,3,4,2,3,3,3,4,4,2,0,1,0,0,0,0,1,0,0,0,NA,2,2,5,1,0,1,3,3,2,2,1,0,0,2,1,NA,NA,3,3,4,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_di44zpsbh7d0GMd,69,(11/30/12 22:49:22),(11/30/12 23:00:10),11,4,4,3,3,5,0,648,NA,I was working the concessions stands at the basketball game.,NA,NA,5,5,5,1,5,1,1,1,5,5,5,1,1,5,5,5,1,0,0,0,0,0,0,1,0,0,0,NA,3,1,3,3,1,1,3,5,5,4,3,1,0,4,1,The men's bball team won!,NA,3,4,4,1,3,0,1,0,1,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_06ZEa3wmzXJBawl,69,(12/02/12 12:04:13),(12/02/12 12:06:26),11,1,1,5,1,7,1,133,NA,"I was getting dressed and taking out my dog,",NA,NA,3,4.5,2.5,2.33333333333333,5,1,3,5,2,4,3,2,1,3,4,4,1,1,0,0,0,0,1,0,0,0,0,NA,3,1,5,4,1,1,3,3,3,1,5,0,0,2,1,NA,NA,5,5,4,5,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5doPHprxjuaGLqJ,69,(12/02/12 18:29:59),(12/02/12 18:33:40),11,3,3,5,2,7,1,221,NA,I was studying for a test.,NA,NA,3,4,3.5,2.33333333333333,4,1,3,3,5,3,4,3,1,3,3,4,3,0,1,0,0,0,1,0,0,0,0,NA,3,3,5,4,0,1,4,5,4,2,5,0,0,1,1,NA,NA,5,5,3,5,4,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_7P36ihk3Q8x35yZ,69,(12/02/12 23:00:18),(12/02/12 23:05:12),11,4,4,5,3,7,1,294,NA,I was watching the winter season finale of revenge.,NA,NA,4,4.5,4,1,5,2,3,3,5,5,5,1,1,5,5,5,1,1,0,0,0,0,1,0,0,1,0,NA,3,1,5,5,1,1,1,5,5,1,5,1,0,2,1,The main character fell in love with her boyfriend.,NA,5,5,3,5,4,0,1,1,0,2,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_d59757az52Sdidv,69,(12/04/12 18:18:41),(12/04/12 19:12:06),11,3,3,7,1,2,0,3205,NA,Studying for mcat with my tutor.,NA,NA,3,4.5,4,3,5,1,3,2,3,3,3,3,3,3,4,4,3,0,1,0,0,0,0,0,0,0,0,NA,3,2,5,1,1,1,5,4,1,3,3,0,0,1,1,NA,NA,3,3,5,3,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_7P5D0jjOQwaiAe1,69,(12/05/12 15:22:24),(12/05/12 15:24:29),11,2,2,8,1,3,0,125,NA,I was eating lunch with a friend and writing a paper. Then I talked to another one of my guy friends for awhile.,NA,NA,3,4.5,5,1,5,1,3,1,5,5,4,1,1,3,4,5,1,0,1,1,0,0,0,0,0,0,0,NA,4,1,5,5,0,1,5,5,4,1,5,0,0,2,1,NA,NA,5,5,3,4,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5APR9x7FyUkE5AV,70,(11/17/12 13:15:32),(11/17/12 13:20:20),16,6,NA,1,0,6,1,288,NA,I was participating in a research study.,NA,NA,2.5,4,5,1.66666666666667,5,1,4,1,3,3,3,1,1,3,3,5,1,0,0,0,0,0,0,1,0,0,0,NA,4,2,1,4,0,1,2,3,1,5,2,0,0,1,1,NA,NA,1,2,1,2,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0p9DBH72mQhliCx,70,(11/17/12 15:07:25),(11/17/12 15:11:12),16,2,2,1,1,6,1,227,NA,I cleaned my apartment and had lunch.,NA,NA,2.5,4.5,4.5,1.33333333333333,5,1,3,1,4,4,3,1,1,2,4,4,1,1,0,0,0,0,0,0,0,0,0,NA,3,1,5,3,0,1,2,5,4,2,5,0,0,1,1,NA,NA,5,5,3,5,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0jOQD5JBIQs7Nbf,70,(11/17/12 18:01:10),(11/17/12 18:03:43),16,3,3,1,2,6,1,153,NA,I went shopping with my best friend,NA,NA,5,4.5,5,1.66666666666667,5,1,1,1,3,4,4,1,1,5,4,5,1,0,0,0,0,0,0,0,0,0,0,NA,4,1,5,5,0,1,2,5,5,2,5,0,0,1,1,NA,NA,5,5,3,5,3,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_enCH36hOgK29lU9,70,(11/17/12 21:21:57),(11/17/12 21:27:37),16,4,4,1,3,6,1,340,NA,watched TV,NA,NA,1.5,NA,3.5,1,5,NA,5,3,5,3,4,1,1,2,NA,4,1,1,0,0,1,0,1,0,0,1,0,NA,NA,1,5,5,1,0,2,3,2,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eEfIPoWU1VJkl5H,70,(11/18/12 12:00:29),(11/18/12 12:07:22),16,1,1,2,1,7,1,413,NA,"I skyped with my mother, had breakfast, and watched a TV show.",NA,NA,4,4,4,1.66666666666667,5,1,2,3,3,4,3,1,1,4,3,5,1,1,0,0,1,0,0,0,1,1,0,NA,4,1,5,5,1,1,2,4,5,1,5,0,0,2,1,NA,NA,5,5,2,4,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3f3rQEUrVoyX2Rv,70,(11/18/12 16:45:10),(11/18/12 16:47:44),16,2,2,2,2,7,1,154,NA,I went shopping,NA,NA,3.5,3,4.5,1.66666666666667,2,2,2,1,3,5,3,1,1,3,2,4,1,0,0,1,0,0,0,0,0,0,0,NA,2,1,3,5,0,1,2,3,3,5,4,0,0,2,1,NA,NA,5,4,3,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3dzmjS1gfgy1ZpH,70,(11/18/12 18:01:49),(11/18/12 18:35:24),16,3,3,2,3,7,1,2015,NA,At home watching TV,NA,NA,2.5,4,3.5,1.66666666666667,5,1,4,3,3,3,3,1,1,3,3,4,1,1,0,0,0,0,0,0,0,1,0,NA,1,1,5,4,1,1,4,3,3,3,5,0,0,1,1,NA,NA,5,5,3,5,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0IAirQgTSCgguUZ,70,(11/18/12 21:38:19),(11/18/12 21:41:22),16,4,4,2,4,7,1,183,NA,I was having dinner at a friend's house.,NA,NA,5,4.5,5,1,5,1,1,1,5,5,5,1,1,5,4,5,1,0,0,0,0,0,0,0,0,0,0,NA,4,1,5,5,0,1,2,5,5,3,5,0,0,3,1,NA,NA,5,5,2,4,3,0,1,0,0,3,1,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_dj3sRpoSxCVKS2h,70,(11/19/12 12:27:29),(11/19/12 12:29:43),16,1,1,3,1,1,0,134,NA,I was at work.,NA,NA,3.5,5,5,2.33333333333333,5,1,2,1,2,3,3,1,1,3,5,5,2,0,1,0,0,0,0,0,0,0,0,NA,2,1,5,4,0,1,4,3,3,3,2,0,0,1,1,NA,NA,3,3,1,5,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1yKCwyveHy4V48d,70,(11/19/12 15:42:41),(11/19/12 15:45:25),16,2,2,3,2,1,0,164,NA,I was at work. ,NA,NA,3.5,4.5,5,2,5,1,3,1,3,4,3,1,1,4,4,5,2,0,1,0,0,0,1,0,0,0,0,NA,3,2,5,4,0,1,4,3,3,2,3,0,1,1,1,NA,I got a parking ticket,4,4,1,5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_dos5oAlsFG9LJWJ,70,(11/19/12 18:11:23),(11/19/12 18:13:05),16,3,3,3,3,1,0,102,NA,Cleaned and watched TV,NA,NA,2,NA,3,1,5,NA,5,5,5,3,4,1,1,3,NA,5,1,1,0,0,1,0,0,0,0,0,0,NA,NA,1,5,3,0,0,3,3,3,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1FIPus1hdpO759X,70,(11/19/12 21:39:37),(11/19/12 21:43:26),16,4,4,3,4,1,0,229,NA,cooked and ate dinner.,NA,NA,4.5,4.5,5,1.33333333333333,5,1,2,1,4,5,4,1,1,5,4,5,1,1,0,0,0,0,1,0,0,0,0,NA,4,1,5,5,0,1,3,5,4,2,5,0,0,2,1,NA,NA,5,5,3,5,3,0,1,1,0,3,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6lGhpLIsLuZHjlH,70,(11/20/12 16:22:24),(11/20/12 16:24:03),16,2,2,4,1,2,0,99,NA,Driving ,NA,NA,3,NA,4.5,1,4,NA,3,1,5,4,4,1,1,3,NA,4,1,0,0,0,0,0,1,0,0,0,0,NA,NA,3,5,4,0,0,3,3,3,5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_a2yK4BAehSZy5nv,70,(11/20/12 18:05:13),(11/20/12 18:07:06),16,3,3,4,2,2,0,113,NA,at home on the computer,NA,NA,3.5,NA,4.5,2,5,NA,2,2,3,4,4,1,1,3,NA,5,2,1,0,0,1,0,1,0,0,0,0,NA,NA,1,5,3,1,0,3,3,3,3,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bm8rAwTDdSne2B7,70,(11/20/12 21:08:40),(11/20/12 21:15:53),16,4,4,4,3,2,0,433,NA,babysitting,NA,NA,4.5,5,4.5,2,4,1,2,2,2,4,3,1,1,5,5,5,1,0,0,0,0,0,1,1,0,0,0,NA,3,1,5,3,0,1,3,3,3,5,3,0,0,2,1,NA,NA,4,4,2,5,3,0,0,0,0,NA,3,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6P5woWjphl5hiEB,70,(11/29/12 19:59:33),(11/29/12 20:02:32),16,3,3,13,1,4,0,179,NA,Having dinner with co-worker,NA,NA,4,4.5,5,2.66666666666667,5,1,2,1,2,3,4,1,1,4,4,5,3,0,1,0,0,0,0,0,0,0,0,NA,4,2,4,4,0,1,5,4,4,2,3,0,0,1,1,NA,NA,3,3,2,4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bBE1DzkiqR5XNsx,70,(12/01/12 16:11:51),(12/01/12 16:15:14),16,2,2,15,1,6,1,203,NA,Went to the December graduation.,NA,NA,4.5,5,4,2,4,1,2,2,4,4,3,3,1,5,5,4,1,0,0,0,0,0,0,0,0,0,0,NA,3,1,2,5,0,1,5,5,5,3,2,0,0,4,1,NA,NA,4,5,3,5,4,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0Htj3vcSnSSrlWt,71,(12/01/12 10:49:57),(12/01/12 12:37:58),24,6,NA,1,0,6,1,6481,NA,Completing Part I of the PAIRS experiment!,NA,NA,4,4,4.5,3.66666666666667,4,1,1,1,2,2,3,2,1,3,3,4,5,0,0,0,0,0,0,1,0,0,0,NA,3,2,1,4,1,1,3,4,2,2,2,0,0,1,1,NA,NA,1,3,1,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9U2I0pRyP7ofL5H,71,(12/01/12 18:03:26),(12/01/12 18:06:29),24,3,3,1,1,6,1,183,NA,I was at a cappella rehearsal,NA,NA,5,4.5,3.5,1.66666666666667,5,1,1,3,4,4,5,1,1,5,4,4,2,0,0,1,0,0,1,1,0,1,0,NA,2,3,4,5,0,1,3,5,5,3,5,1,0,4,1,I performed my solo well,NA,4,5,2,4,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2bh8SCLGud4f6hD,71,(12/01/12 21:03:12),(12/01/12 21:07:54),24,4,4,1,2,6,1,282,NA,Talking to Kelly,NA,NA,5,4.5,3.5,3,5,1,1,4,2,3,5,1,1,5,4,5,4,1,1,1,0,0,1,0,0,0,0,NA,2,1,5,5,0,1,4,5,5,1,5,0,0,1,1,NA,NA,5,5,3,1,4,0,0,1,0,5,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eKeQIWkd28T7tXf,71,(12/02/12 12:07:09),(12/02/12 12:10:23),24,1,1,2,1,7,1,194,NA,"Working on an essay, then talked on the phone with my mom, then French homework.",NA,NA,2.5,4.5,3.5,4,3,1,2,3,2,1,2,3,3,1,4,4,5,1,1,0,0,0,0,0,1,0,0,NA,5,5,5,2,1,0,5,2,4,3,3,0,0,1,1,NA,NA,5,5,1,5,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_a2w5QKJUp6zAgKh,71,(12/02/12 16:47:18),(12/02/12 17:19:21),24,2,2,2,2,7,1,1923,NA,"Hanging out with two suitemates, my roommate, and two friends (Robin, Alicia, Shelby, Sara, Barry)",NA,NA,3.5,3.5,2,2.66666666666667,2,3,2,5,3,1,4,2,3,3,4,3,3,1,0,0,0,0,1,0,0,0,0,NA,2,2,3,4,1,1,3,4,4,5,3,0,0,3,1,NA,NA,4,4,3,5,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_e5I0SCSxlDPCCr3,71,(12/02/12 18:00:21),(12/02/12 18:02:44),24,3,3,2,3,7,1,143,NA,Homework,NA,NA,2,5,4,4,5,1,4,3,2,2,2,3,4,2,5,5,5,1,1,0,0,0,1,0,0,0,0,NA,4,5,5,1,1,1,5,2,2,5,2,0,0,1,1,NA,NA,5,5,3,4,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cLMU2PyE6fg0fSl,71,(12/02/12 21:15:40),(12/02/12 21:19:58),24,4,4,2,4,7,1,258,NA,I was in chemistry peer led team learning (PLTL),NA,NA,3,4,5,4.33333333333333,4,1,3,1,2,2,2,4,1,3,3,5,5,0,1,0,0,0,1,1,0,0,0,NA,2,4,4,5,1,1,5,3,2,3,2,0,0,4,1,NA,NA,3,3,3,2,3,0,0,0,0,3,3,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_4MXAS1m22x9xd7T,71,(12/03/12 12:22:55),(12/03/12 12:25:03),24,1,1,3,1,1,0,128,NA,French class,NA,NA,4,4.5,5,4.33333333333333,4,1,2,1,2,2,3,4,2,4,4,5,5,0,1,0,0,0,0,0,0,0,1,NA,1,4,5,5,1,1,5,3,2,5,2,0,1,4,1,NA,"I kept on responding incorrectly to questions, which was embarassing",3,3,2,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9n5x1nmsFU6RzqR,71,(12/03/12 15:01:45),(12/03/12 15:08:57),24,2,2,3,2,1,0,432,NA,I was attending Dr. Mao's general chemistry lab lecture,NA,NA,2,3,2,4.33333333333333,3,3,4,4,2,2,3,4,3,2,3,2,5,0,1,0,1,0,1,0,0,0,1,NA,1,5,4,1,1,1,5,3,3,4,1,0,0,1,1,NA,NA,5,4,3,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9Xiip9IT3HVtKQJ,71,(12/03/12 18:00:29),(12/03/12 18:04:27),24,3,3,3,3,1,0,238,NA,Studying for my general chemistry exam tomorrow with Dan and Kelly,NA,NA,5,4.5,5,4,5,2,1,1,2,2,4,3,1,5,5,5,5,0,1,0,0,0,1,0,0,0,0,NA,3,4,4,4,1,1,5,5,5,1,4,0,0,2,1,NA,NA,5,5,3,2,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_40gFqbCMGCnb1Od,71,(12/03/12 21:03:01),(12/03/12 21:06:10),24,4,4,3,4,1,0,189,NA,Studying with Dan!,NA,NA,5,4,5,3.33333333333333,5,1,1,1,3,3,4,2,1,5,3,5,5,1,1,0,0,0,0,0,0,0,0,NA,3,3,5,5,0,1,5,5,5,4,5,0,0,1,1,NA,NA,5,5,3,4,3,0,0,0,1,4,4,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3lBozdhw2im4aXj,71,(12/04/12 12:18:17),(12/04/12 12:20:22),24,1,1,4,1,2,0,125,NA,"Advising meeting with my Dean, trying to figure out how to fit in all the majors/minors I want to do, and get into medical school, without losing my mind. ",NA,NA,3,4.5,5,4.66666666666667,5,1,2,1,1,3,2,4,3,2,4,5,5,0,0,0,0,0,0,0,0,0,0,NA,4,5,3,2,1,1,5,2,2,2,3,0,0,1,1,NA,NA,3,4,1,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eOMxXthSrIbOuG1,71,(12/04/12 15:29:10),(12/04/12 15:30:50),24,2,2,4,2,2,0,100,NA,Taking a genchem practice exam,NA,NA,1,NA,5,4.66666666666667,4,NA,5,1,1,1,1,4,3,1,NA,5,5,0,0,0,0,0,1,0,0,0,0,NA,NA,5,4,2,1,0,5,1,1,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_56dmDXq2uIrjenz,71,(12/04/12 18:01:30),(12/04/12 18:04:07),24,3,3,4,3,2,0,157,NA,"Studying for my genchem exam with Kelly, Alex, and Dan. ",NA,NA,3,4,5,4.66666666666667,3,1,3,1,1,1,2,4,3,3,3,5,5,0,1,0,0,0,1,0,0,0,0,NA,1,5,5,2,1,1,5,2,3,3,2,0,0,3,1,NA,NA,5,5,3,3,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eg62VOid6HLv7ud,71,(12/05/12 12:10:09),(12/05/12 12:17:01),24,1,1,5,1,3,0,412,NA,In French class.,NA,NA,3,4.5,5,3,4,1,3,1,3,3,4,3,2,3,4,5,3,0,1,0,0,0,0,0,0,0,1,NA,3,2,4,4,1,1,5,3,3,4,3,0,1,4,1,NA,"We had a quiz today, which I was totally unprepared for. My self-esteem isn't too low because I know that my other quiz scores will make up for it, but it was still no fun...",3,4,2,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_74BU3oc688SbBml,71,(12/05/12 15:08:41),(12/05/12 15:11:08),24,2,2,5,2,3,0,147,NA,Hanging out between classes with Alex and Kelly,NA,NA,4,4.5,2.5,3,4,1,2,4,3,2,4,2,1,4,4,3,4,0,0,0,0,0,0,0,0,0,0,NA,3,1,5,5,1,1,4,4,4,2,4,0,0,2,1,NA,NA,5,5,3,3,4,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2sgloopb2uAZNf7,71,(12/05/12 19:14:23),(12/05/12 19:23:28),24,3,3,5,3,3,0,545,NA,Study session for Mind Brain Behavior Exam,NA,NA,2.5,4.5,3.5,4.33333333333333,3,1,3,2,2,1,2,4,3,2,4,3,5,0,1,0,0,0,0,0,0,0,0,NA,NA,4,5,4,1,1,5,2,2,5,2,0,1,0,0,NA,I realized that I'm completely unprepared for my exam Friday,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
